Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,2.678635830806379,0.19505840071877809,2.5155338173251818,0.21018593371059013
2,2.5358990692385444,0.20215633423180593,2.488904923706548,0.20371867421180276
3,2.509044916610512,0.19613656783468103,2.495544482935024,0.19644300727566694
4,2.4925295162286614,0.19919137466307277,2.4718103431942198,0.20371867421180276
5,2.4893911795260557,0.20664869721473494,2.4682932971655216,0.20048504446240906
6,2.4461235820979335,0.20907457322551662,2.425115537527789,0.20452708164915118
7,2.382244110792902,0.22821203953279426,2.367432232720291,0.2223120452708165
8,2.3912753397349507,0.22398921832884097,2.3868665764576598,0.23362974939369444
9,2.3541933400718777,0.24510332434860738,2.3145701625025263,0.23362974939369444
10,2.305842704121743,0.2559748427672956,2.283778444257781,0.2562651576394503
