Epoch,Train Loss,Train F1,Validation Loss,Validation F1
11,0.6961897779839366,"tensor([0.9814, 0.9786, 0.9791, 0.9797, 0.9817, 0.9853, 0.9838, 0.0000, 0.9762,
        0.9840, 0.9786, 0.9855, 0.9911, 0.9746, 0.9625, 0.0000, 0.9796, 0.0000,
        0.9881, 0.0000], dtype=torch.float64)",1.5549651210747877,"tensor([0.7391, 0.2857, 0.5238, 0.6163, 0.7547, 0.7312, 0.6623, 0.0000, 0.6737,
        0.8101, 0.5135, 0.6522, 0.8624, 0.4198, 0.4545, 0.0000, 0.8320, 0.0000,
        0.8522, 0.0000], dtype=torch.float64)"
12,0.6898522046281235,"tensor([0.9854, 0.9825, 0.9755, 0.9775, 0.9851, 0.9826, 0.9841, 0.0000, 0.9835,
        0.9854, 0.9814, 0.9860, 0.9851, 0.9784, 0.9794, 0.0000, 0.9864, 0.0000,
        0.9866, 0.0000], dtype=torch.float64)",1.5251817425477852,"tensor([0.7623, 0.1333, 0.6234, 0.6424, 0.7362, 0.7692, 0.6541, 0.0000, 0.6869,
        0.7871, 0.6061, 0.6139, 0.8571, 0.4222, 0.4878, 0.0000, 0.8029, 0.0000,
        0.8246, 0.0000], dtype=torch.float64)"
13,0.6850075173822918,"tensor([0.9862, 0.9768, 0.9851, 0.9798, 0.9847, 0.9850, 0.9834, 0.0000, 0.9872,
        0.9869, 0.9850, 0.9892, 0.9875, 0.9737, 0.9780, 0.0000, 0.9854, 0.0000,
        0.9859, 0.0000], dtype=torch.float64)",1.556393620265726,"tensor([0.7473, 0.2105, 0.5250, 0.6347, 0.7333, 0.7322, 0.6788, 0.0000, 0.6531,
        0.7644, 0.5075, 0.5686, 0.7748, 0.4419, 0.5200, 0.0000, 0.7153, 0.0000,
        0.8350, 0.0000], dtype=torch.float64)"
14,0.6888316039294429,"tensor([0.9861, 0.9647, 0.9837, 0.9784, 0.9916, 0.9794, 0.9834, 0.0000, 0.9852,
        0.9854, 0.9843, 0.9840, 0.9911, 0.9784, 0.9768, 0.0000, 0.9817, 0.0000,
        0.9858, 0.0000], dtype=torch.float64)",1.5416021748268103,"tensor([0.7676, 0.2353, 0.5479, 0.6479, 0.7066, 0.6970, 0.6803, 0.0000, 0.6526,
        0.7586, 0.5205, 0.5957, 0.8350, 0.4524, 0.4889, 0.0000, 0.7833, 0.0000,
        0.8421, 0.0000], dtype=torch.float64)"
15,0.6836820911560707,"tensor([0.9838, 0.9767, 0.9831, 0.9844, 0.9885, 0.9847, 0.9876, 0.0000, 0.9894,
        0.9840, 0.9771, 0.9893, 0.9821, 0.9790, 0.9795, 0.0000, 0.9865, 0.0000,
        0.9896, 0.0000], dtype=torch.float64)",1.569080142913127,"tensor([0.7519, 0.2000, 0.6316, 0.6442, 0.6795, 0.7243, 0.6626, 0.0000, 0.6154,
        0.7490, 0.4615, 0.6250, 0.8704, 0.3678, 0.4231, 0.0000, 0.7586, 0.0000,
        0.8288, 0.0000], dtype=torch.float64)"
16,0.6884096226729475,"tensor([0.9822, 0.9884, 0.9856, 0.9788, 0.9840, 0.9833, 0.9845, 0.0000, 0.9804,
        0.9855, 0.9857, 0.9839, 0.9821, 0.9725, 0.9872, 0.0000, 0.9795, 0.0000,
        0.9828, 0.0000], dtype=torch.float64)",1.5686860809819985,"tensor([0.7504, 0.0000, 0.5823, 0.6306, 0.7248, 0.7419, 0.6282, 0.0000, 0.6531,
        0.8033, 0.4789, 0.6452, 0.8519, 0.3830, 0.4681, 0.0000, 0.7338, 0.0000,
        0.7869, 0.0000], dtype=torch.float64)"
17,0.6822984621402106,"tensor([0.9866, 0.9884, 0.9826, 0.9824, 0.9843, 0.9794, 0.9893, 0.0000, 0.9888,
        0.9897, 0.9843, 0.9823, 0.9850, 0.9783, 0.9833, 0.0000, 0.9787, 0.0000,
        0.9881, 0.0000], dtype=torch.float64)",1.5348423831285396,"tensor([0.7633, 0.2857, 0.6047, 0.6201, 0.7361, 0.7119, 0.6410, 0.0000, 0.5941,
        0.7645, 0.5588, 0.6522, 0.8972, 0.4706, 0.5000, 0.0000, 0.7840, 0.0000,
        0.8704, 0.0000], dtype=torch.float64)"
18,0.6790594040881569,"tensor([0.9865, 0.9747, 0.9836, 0.9825, 0.9847, 0.9803, 0.9852, 0.0000, 0.9888,
        0.9856, 0.9843, 0.9893, 0.9916, 0.9777, 0.9872, 0.0000, 0.9810, 0.0000,
        0.9933, 0.0000], dtype=torch.float64)",1.524205673859729,"tensor([0.7760, 0.1111, 0.5783, 0.6471, 0.7643, 0.6804, 0.6914, 0.0000, 0.6737,
        0.7932, 0.5397, 0.6207, 0.8704, 0.4138, 0.4091, 0.0000, 0.8387, 0.0000,
        0.8113, 0.0000], dtype=torch.float64)"
19,0.6777878562593195,"tensor([0.9861, 0.9846, 0.9856, 0.9822, 0.9904, 0.9836, 0.9828, 0.0000, 0.9765,
        0.9865, 0.9871, 0.9818, 0.9874, 0.9810, 0.9821, 0.0000, 0.9821, 0.0000,
        0.9822, 0.0000], dtype=torch.float64)",1.5307390034005866,"tensor([0.7704, 0.1176, 0.5570, 0.5962, 0.7683, 0.7037, 0.6705, 0.0000, 0.6364,
        0.8050, 0.6197, 0.6392, 0.8491, 0.4536, 0.3750, 0.0000, 0.7761, 0.0000,
        0.8000, 0.0000], dtype=torch.float64)"
20,0.6812674034725046,"tensor([0.9852, 0.9786, 0.9821, 0.9798, 0.9836, 0.9836, 0.9818, 0.0000, 0.9877,
        0.9872, 0.9828, 0.9790, 0.9917, 0.9731, 0.9742, 0.0000, 0.9787, 0.0000,
        0.9873, 0.0000], dtype=torch.float64)",1.5608684453377832,"tensor([0.7332, 0.2353, 0.5797, 0.6328, 0.7712, 0.7609, 0.6582, 0.0000, 0.5714,
        0.7857, 0.5570, 0.6341, 0.8364, 0.4138, 0.5000, 0.0000, 0.7083, 0.0000,
        0.8000, 0.0000], dtype=torch.float64)"
21,0.6753216288803037,"tensor([0.9867, 0.9825, 0.9851, 0.9824, 0.9851, 0.9828, 0.9900, 0.0000, 0.9851,
        0.9872, 0.9836, 0.9930, 0.9899, 0.9850, 0.9832, 0.0000, 0.9758, 0.0000,
        0.9881, 0.0000], dtype=torch.float64)",1.550621847504551,"tensor([0.7477, 0.3000, 0.6053, 0.6168, 0.7105, 0.7047, 0.6706, 0.0000, 0.6600,
        0.7805, 0.5714, 0.6087, 0.8224, 0.3544, 0.3774, 0.0000, 0.7500, 0.0000,
        0.8440, 0.0000], dtype=torch.float64)"
22,0.6741199332243234,"tensor([0.9855, 0.9806, 0.9756, 0.9803, 0.9882, 0.9850, 0.9859, 0.0000, 0.9830,
        0.9867, 0.9807, 0.9887, 0.9911, 0.9876, 0.9871, 0.0000, 0.9869, 0.0000,
        0.9874, 0.0000], dtype=torch.float64)",1.592074002262844,"tensor([0.7357, 0.3333, 0.6076, 0.6209, 0.7421, 0.7429, 0.6857, 0.0000, 0.6602,
        0.7742, 0.5217, 0.6591, 0.8462, 0.4235, 0.3556, 0.0000, 0.7299, 0.0000,
        0.7928, 0.0000], dtype=torch.float64)"
23,0.6757796173212914,"tensor([0.9876, 0.9864, 0.9850, 0.9799, 0.9855, 0.9854, 0.9886, 0.0000, 0.9857,
        0.9839, 0.9813, 0.9888, 0.9869, 0.9790, 0.9846, 0.0000, 0.9773, 0.0000,
        0.9881, 0.0000], dtype=torch.float64)",1.5576419768595773,"tensor([0.7402, 0.3000, 0.5316, 0.6276, 0.7297, 0.7059, 0.6707, 0.0000, 0.6383,
        0.8174, 0.4776, 0.5870, 0.8411, 0.3908, 0.4000, 0.0000, 0.7820, 0.0000,
        0.8468, 0.0000], dtype=torch.float64)"
24,0.669234826148841,"tensor([0.9877, 0.9884, 0.9831, 0.9840, 0.9847, 0.9839, 0.9866, 0.0000, 0.9883,
        0.9874, 0.9823, 0.9877, 0.9893, 0.9843, 0.9834, 0.0000, 0.9875, 0.0000,
        0.9881, 0.0000], dtype=torch.float64)",1.581499612061337,"tensor([0.7303, 0.2105, 0.5333, 0.6154, 0.7162, 0.7072, 0.6786, 0.0000, 0.6869,
        0.8361, 0.4918, 0.6667, 0.8454, 0.4186, 0.5238, 0.0000, 0.7692, 0.0000,
        0.8333, 0.0000], dtype=torch.float64)"
25,0.6718132229677828,"tensor([0.9877, 0.9846, 0.9876, 0.9817, 0.9882, 0.9857, 0.9862, 0.0000, 0.9845,
        0.9876, 0.9900, 0.9871, 0.9857, 0.9824, 0.9859, 0.0000, 0.9872, 0.0000,
        0.9786, 0.0000], dtype=torch.float64)",1.5660152497029227,"tensor([0.7625, 0.2353, 0.5610, 0.6258, 0.7320, 0.7234, 0.6477, 0.0000, 0.6292,
        0.8066, 0.5750, 0.6476, 0.8073, 0.3636, 0.4091, 0.0000, 0.7568, 0.0000,
        0.7965, 0.0000], dtype=torch.float64)"
26,0.6739043755083367,"tensor([0.9876, 0.9705, 0.9846, 0.9802, 0.9817, 0.9856, 0.9828, 0.0000, 0.9867,
        0.9842, 0.9800, 0.9850, 0.9887, 0.9811, 0.9834, 0.0000, 0.9791, 0.0000,
        0.9889, 0.0000], dtype=torch.float64)",1.5520415568428905,"tensor([0.7672, 0.2105, 0.5814, 0.5833, 0.7125, 0.7667, 0.6364, 0.0000, 0.6154,
        0.8033, 0.6087, 0.6882, 0.8776, 0.4421, 0.4390, 0.0000, 0.7324, 0.0000,
        0.8762, 0.0000], dtype=torch.float64)"
27,0.6666405879337807,"tensor([0.9889, 0.9844, 0.9881, 0.9830, 0.9893, 0.9859, 0.9893, 0.0000, 0.9931,
        0.9883, 0.9872, 0.9877, 0.9893, 0.9843, 0.9755, 0.0000, 0.9818, 0.0000,
        0.9911, 0.0000], dtype=torch.float64)",1.5633900466474515,"tensor([0.7378, 0.3529, 0.5287, 0.6019, 0.7006, 0.7314, 0.6667, 0.0000, 0.6939,
        0.8048, 0.4651, 0.5745, 0.8776, 0.4545, 0.4651, 0.0000, 0.7299, 0.0000,
        0.8515, 0.0000], dtype=torch.float64)"
28,0.6646661939841173,"tensor([0.9895, 0.9806, 0.9846, 0.9838, 0.9901, 0.9862, 0.9883, 0.0000, 0.9830,
        0.9881, 0.9878, 0.9914, 0.9905, 0.9798, 0.9859, 0.0000, 0.9846, 0.0000,
        0.9867, 0.0000], dtype=torch.float64)",1.5440470377604167,"tensor([0.7684, 0.2857, 0.5641, 0.6215, 0.6923, 0.7435, 0.6627, 0.0000, 0.6531,
        0.8186, 0.6053, 0.5800, 0.8411, 0.4051, 0.4091, 0.0000, 0.7612, 0.0000,
        0.8440, 0.0000], dtype=torch.float64)"
29,0.6669372059413267,"tensor([0.9851, 0.9768, 0.9806, 0.9803, 0.9901, 0.9845, 0.9870, 0.0000, 0.9862,
        0.9867, 0.9829, 0.9883, 0.9875, 0.9836, 0.9871, 0.0000, 0.9824, 0.0000,
        0.9844, 0.0000], dtype=torch.float64)",1.5532919874469053,"tensor([0.7554, 0.2353, 0.4954, 0.6149, 0.7712, 0.7273, 0.6784, 0.0000, 0.6400,
        0.7595, 0.5312, 0.6465, 0.8431, 0.5542, 0.4000, 0.0000, 0.7812, 0.0000,
        0.8515, 0.0000], dtype=torch.float64)"
30,0.665863609374294,"tensor([0.9866, 0.9903, 0.9815, 0.9815, 0.9904, 0.9840, 0.9852, 0.0000, 0.9872,
        0.9867, 0.9836, 0.9845, 0.9905, 0.9824, 0.9923, 0.0000, 0.9824, 0.0000,
        0.9859, 0.0000], dtype=torch.float64)",1.5817773318985133,"tensor([0.7406, 0.1053, 0.5714, 0.6097, 0.7421, 0.7079, 0.6667, 0.0000, 0.6087,
        0.7764, 0.5797, 0.6522, 0.8333, 0.4889, 0.4681, 0.0000, 0.7123, 0.0000,
        0.8333, 0.0000], dtype=torch.float64)"
31,0.6747868162871086,"tensor([0.9836, 0.9846, 0.9796, 0.9777, 0.9897, 0.9806, 0.9824, 0.0000, 0.9925,
        0.9839, 0.9800, 0.9861, 0.9803, 0.9850, 0.9793, 0.0000, 0.9792, 0.0000,
        0.9836, 0.0000], dtype=torch.float64)",1.5612727785573421,"tensor([0.7542, 0.1429, 0.5238, 0.6203, 0.7436, 0.7011, 0.6400, 0.0000, 0.6809,
        0.7863, 0.5500, 0.6061, 0.8491, 0.5227, 0.4545, 0.0000, 0.7874, 0.0000,
        0.7928, 0.0000], dtype=torch.float64)"
32,0.655782921509986,"tensor([0.9922, 0.9845, 0.9871, 0.9857, 0.9928, 0.9867, 0.9883, 0.0000, 0.9905,
        0.9931, 0.9879, 0.9909, 0.9916, 0.9876, 0.9923, 0.0000, 0.9883, 0.0000,
        0.9896, 0.0000], dtype=torch.float64)",1.553872809055168,"tensor([0.7522, 0.3000, 0.6582, 0.6467, 0.7448, 0.7684, 0.6541, 0.0000, 0.6400,
        0.8052, 0.6301, 0.5690, 0.8687, 0.4444, 0.4545, 0.0000, 0.7833, 0.0000,
        0.8824, 0.0000], dtype=torch.float64)"
33,0.6603572018605124,"tensor([0.9901, 0.9923, 0.9861, 0.9851, 0.9882, 0.9856, 0.9886, 0.0000, 0.9803,
        0.9915, 0.9892, 0.9839, 0.9911, 0.9843, 0.9846, 0.0000, 0.9842, 0.0000,
        0.9844, 0.0000], dtype=torch.float64)",1.568108419770176,"tensor([0.7266, 0.2222, 0.5526, 0.6364, 0.7515, 0.7236, 0.6832, 0.0000, 0.6408,
        0.7778, 0.5122, 0.5631, 0.8190, 0.4110, 0.3333, 0.0000, 0.7794, 0.0000,
        0.8174, 0.0000], dtype=torch.float64)"
34,0.6678259126762234,"tensor([0.9853, 0.9766, 0.9831, 0.9792, 0.9855, 0.9823, 0.9903, 0.0000, 0.9873,
        0.9883, 0.9792, 0.9909, 0.9881, 0.9824, 0.9808, 0.0000, 0.9820, 0.0000,
        0.9821, 0.0000], dtype=torch.float64)",1.5618271318454187,"tensor([0.7472, 0.1250, 0.5641, 0.6128, 0.7550, 0.7374, 0.6750, 0.0000, 0.6809,
        0.7967, 0.5385, 0.5200, 0.8113, 0.4270, 0.4889, 0.0000, 0.7077, 0.0000,
        0.8704, 0.0000], dtype=torch.float64)"
35,0.6639662602090959,"tensor([0.9833, 0.9845, 0.9782, 0.9845, 0.9859, 0.9845, 0.9886, 0.0000, 0.9846,
        0.9869, 0.9886, 0.9877, 0.9869, 0.9843, 0.9832, 0.0000, 0.9828, 0.0000,
        0.9859, 0.0000], dtype=torch.float64)",1.55106025374823,"tensor([0.7430, 0.2857, 0.5176, 0.6225, 0.7162, 0.7027, 0.6842, 0.0000, 0.6250,
        0.7755, 0.5581, 0.6022, 0.8333, 0.4494, 0.4000, 0.0000, 0.7634, 0.0000,
        0.8491, 0.0000], dtype=torch.float64)"
36,0.6601211694709909,"tensor([0.9891, 0.9807, 0.9816, 0.9825, 0.9870, 0.9865, 0.9869, 0.0000, 0.9845,
        0.9888, 0.9763, 0.9952, 0.9905, 0.9869, 0.9949, 0.0000, 0.9803, 0.0000,
        0.9903, 0.0000], dtype=torch.float64)",1.5238353149019013,"tensor([0.7782, 0.2857, 0.5647, 0.6748, 0.7285, 0.7435, 0.6573, 0.0000, 0.6889,
        0.7871, 0.5797, 0.6667, 0.8598, 0.3820, 0.4762, 0.0000, 0.7500, 0.0000,
        0.8545, 0.0000], dtype=torch.float64)"
37,0.6588782155827798,"tensor([0.9893, 0.9865, 0.9840, 0.9834, 0.9920, 0.9828, 0.9855, 0.0000, 0.9840,
        0.9878, 0.9936, 0.9867, 0.9911, 0.9837, 0.9742, 0.0000, 0.9872, 0.0000,
        0.9860, 0.0000], dtype=torch.float64)",1.617876960235892,"tensor([0.7471, 0.2353, 0.5870, 0.6070, 0.7037, 0.7245, 0.6433, 0.0000, 0.6154,
        0.7631, 0.5854, 0.6136, 0.8542, 0.4667, 0.4483, 0.0000, 0.7500, 0.0000,
        0.8624, 0.0000], dtype=torch.float64)"
38,0.6647567855892187,"tensor([0.9877, 0.9786, 0.9856, 0.9789, 0.9863, 0.9774, 0.9848, 0.0000, 0.9830,
        0.9837, 0.9878, 0.9866, 0.9893, 0.9902, 0.9885, 0.0000, 0.9806, 0.0000,
        0.9844, 0.0000], dtype=torch.float64)",1.6234724421331412,"tensor([0.7460, 0.0000, 0.5714, 0.6270, 0.6708, 0.7204, 0.6289, 0.0000, 0.6744,
        0.7418, 0.5517, 0.6237, 0.8269, 0.3733, 0.3636, 0.0000, 0.7500, 0.0000,
        0.8182, 0.0000], dtype=torch.float64)"
39,0.6613327935785775,"tensor([0.9867, 0.9845, 0.9861, 0.9825, 0.9874, 0.9803, 0.9855, 0.0000, 0.9814,
        0.9890, 0.9836, 0.9866, 0.9893, 0.9830, 0.9897, 0.0000, 0.9850, 0.0000,
        0.9859, 0.0000], dtype=torch.float64)",1.5827594250922836,"tensor([0.7426, 0.0952, 0.6292, 0.6400, 0.7662, 0.7528, 0.6463, 0.0000, 0.6408,
        0.7584, 0.5789, 0.5979, 0.8393, 0.4091, 0.3673, 0.0000, 0.7519, 0.0000,
        0.8571, 0.0000], dtype=torch.float64)"
40,0.6555821461552799,"tensor([0.9898, 0.9846, 0.9797, 0.9863, 0.9874, 0.9882, 0.9865, 0.0000, 0.9894,
        0.9888, 0.9878, 0.9845, 0.9922, 0.9837, 0.9821, 0.0000, 0.9868, 0.0000,
        0.9888, 0.0000], dtype=torch.float64)",1.597976635189118,"tensor([0.7584, 0.2000, 0.5833, 0.6293, 0.7799, 0.6989, 0.6335, 0.0000, 0.6517,
        0.7750, 0.5634, 0.6122, 0.8738, 0.4651, 0.5200, 0.0000, 0.6667, 0.0000,
        0.8448, 0.0000], dtype=torch.float64)"
41,0.6600724538684425,"tensor([0.9885, 0.9904, 0.9847, 0.9794, 0.9900, 0.9831, 0.9872, 0.0000, 0.9840,
        0.9876, 0.9921, 0.9866, 0.9887, 0.9778, 0.9923, 0.0000, 0.9825, 0.0000,
        0.9815, 0.0000], dtype=torch.float64)",1.5546937220304915,"tensor([0.7448, 0.3158, 0.5974, 0.6390, 0.7333, 0.7351, 0.6790, 0.0000, 0.6304,
        0.7823, 0.6190, 0.6346, 0.8627, 0.5000, 0.4000, 0.0000, 0.7424, 0.0000,
        0.8889, 0.0000], dtype=torch.float64)"
42,0.6598700458350278,"tensor([0.9880, 0.9729, 0.9856, 0.9820, 0.9835, 0.9817, 0.9886, 0.0000, 0.9846,
        0.9879, 0.9864, 0.9856, 0.9893, 0.9823, 0.9911, 0.0000, 0.9806, 0.0000,
        0.9866, 0.0000], dtype=torch.float64)",1.5783789181014867,"tensor([0.7518, 0.2353, 0.6585, 0.6478, 0.7625, 0.7136, 0.6552, 0.0000, 0.6667,
        0.8142, 0.5479, 0.6667, 0.8519, 0.4557, 0.4186, 0.0000, 0.7407, 0.0000,
        0.8932, 0.0000], dtype=torch.float64)"
43,0.6532406201284398,"tensor([0.9893, 0.9767, 0.9886, 0.9848, 0.9897, 0.9896, 0.9869, 0.0000, 0.9861,
        0.9895, 0.9929, 0.9925, 0.9881, 0.9863, 0.9872, 0.0000, 0.9868, 0.0000,
        0.9873, 0.0000], dtype=torch.float64)",1.565795503387945,"tensor([0.7495, 0.2667, 0.5747, 0.6322, 0.7632, 0.6970, 0.6329, 0.0000, 0.6452,
        0.8034, 0.5333, 0.6154, 0.8846, 0.4146, 0.5000, 0.0000, 0.7260, 0.0000,
        0.8545, 0.0000], dtype=torch.float64)"
44,0.6580729519678279,"tensor([0.9880, 0.9845, 0.9847, 0.9803, 0.9912, 0.9839, 0.9883, 0.0000, 0.9904,
        0.9895, 0.9815, 0.9861, 0.9863, 0.9797, 0.9833, 0.0000, 0.9824, 0.0000,
        0.9889, 0.0000], dtype=torch.float64)",1.5212278890764057,"tensor([0.7672, 0.3333, 0.5897, 0.6439, 0.7152, 0.6935, 0.6835, 0.0000, 0.6353,
        0.7968, 0.5484, 0.5474, 0.9020, 0.4681, 0.4348, 0.0000, 0.7313, 0.0000,
        0.8468, 0.0000], dtype=torch.float64)"
45,0.6516392712004654,"tensor([0.9908, 0.9884, 0.9851, 0.9886, 0.9920, 0.9828, 0.9900, 0.0000, 0.9894,
        0.9915, 0.9886, 0.9919, 0.9905, 0.9863, 0.9859, 0.0000, 0.9861, 0.0000,
        0.9933, 0.0000], dtype=torch.float64)",1.4960091106328377,"tensor([0.7897, 0.2353, 0.5319, 0.6549, 0.7545, 0.7553, 0.7134, 0.0000, 0.6742,
        0.8130, 0.5333, 0.6591, 0.8807, 0.4390, 0.4889, 0.0000, 0.8254, 0.0000,
        0.8519, 0.0000], dtype=torch.float64)"
46,0.6615746065332565,"tensor([0.9865, 0.9728, 0.9792, 0.9802, 0.9893, 0.9814, 0.9831, 0.0000, 0.9856,
        0.9869, 0.9900, 0.9877, 0.9809, 0.9830, 0.9847, 0.0000, 0.9853, 0.0000,
        0.9852, 0.0000], dtype=torch.float64)",1.5928003996321298,"tensor([0.7535, 0.2609, 0.5679, 0.6494, 0.6857, 0.6509, 0.6914, 0.0000, 0.6897,
        0.7809, 0.5312, 0.6122, 0.8596, 0.4706, 0.4286, 0.0000, 0.7778, 0.0000,
        0.8468, 0.0000], dtype=torch.float64)"
47,0.6483066650710542,"tensor([0.9905, 0.9904, 0.9926, 0.9871, 0.9931, 0.9871, 0.9896, 0.0000, 0.9915,
        0.9885, 0.9893, 0.9909, 0.9928, 0.9882, 0.9911, 0.0000, 0.9876, 0.0000,
        0.9918, 0.0000], dtype=torch.float64)",1.5633615043171016,"tensor([0.7564, 0.3333, 0.6286, 0.6562, 0.7105, 0.7213, 0.6986, 0.0000, 0.6667,
        0.7649, 0.5500, 0.5806, 0.8807, 0.4318, 0.5217, 0.0000, 0.7850, 0.0000,
        0.8762, 0.0000], dtype=torch.float64)"
