Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,2.607201684006597,0.2146310605033663,2.475005412178904,0.2621359223300971
2,2.418198560559848,0.27843296733089334,2.3106418844179815,0.3268608414239482
3,2.2693566857575345,0.3335140752790204,2.1935727017597086,0.3592233009708738
4,2.1694891710157695,0.3725995210338439,2.119091243805623,0.39239482200647247
5,2.0502849156725858,0.4145768379196602,2.04974997313663,0.42961165048543687
6,1.9081626169174462,0.47598391396683387,1.9080125135897046,0.48624595469255666
7,1.756267721182956,0.5452080791649722,1.8064379645782767,0.529126213592233
8,1.5871170883037369,0.6147033572816412,1.7547157065382282,0.5606796116504854
9,1.4084062831830917,0.6888075550133297,1.660159015346885,0.6076051779935275
10,1.2405286101791604,0.7609687768288825,1.6537906189952467,0.6189320388349514
11,1.0807017200137816,0.831503321133252,1.611107292298746,0.6464401294498382
12,0.9561933769373278,0.8870814694320185,1.6553345714186387,0.6440129449838188
13,0.8616625152501016,0.9305047218833311,1.6413194971177185,0.6448220064724919
14,0.8027755008528761,0.9554019249017216,1.6110336155567355,0.6682847896440129
