Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,2.621427698985586,0.20943472956486375,2.5188525548644822,0.2532362459546926
2,2.4494046106140708,0.26880845872305814,2.356807770466727,0.29692556634304207
3,2.3245722911300892,0.3113731869323573,2.271456919055926,0.32605177993527507
4,2.23540226379287,0.3437259952103384,2.185505197271946,0.3713592233009709
5,2.155943409414396,0.3738195291672315,2.115452837403924,0.3818770226537217
6,2.067765521214586,0.4118205232479328,2.0545812316697005,0.42475728155339804
7,1.9926308825855135,0.4399258958022683,1.942564732820085,0.4773462783171521
8,1.87670486958339,0.4903077131625322,1.870372191987763,0.49271844660194175
9,1.7718787772242555,0.5308390944828522,1.8192683840260921,0.5250809061488673
10,1.6481349690479419,0.5855587185396051,1.7536068024372977,0.5647249190938511
11,1.5293324409199764,0.6361664633319778,1.7063006058479975,0.5825242718446602
12,1.4074335596843794,0.6919253535764313,1.6983753192000404,0.6156957928802589
13,1.2986441176968957,0.736839727079662,1.6183902283702467,0.633495145631068
14,1.182485205283313,0.7901134155709186,1.5992972858515373,0.6504854368932039
